Product Name,Product ID,Price per kg,Price per unit,Brand,Category,Image URL,Minimum Quantity,Product Link,cgid,tracking_date,source
Atum Posta em Óleo sem Glúten,2003646,1.69,"€21,67/kg",Bom Petisco,Mercearia/Conservas/Atum,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw788edfbe/images/col/200/2003646-direito.jpg?sw=280&sh=280,emb. 120 gr (peso escorrido 78 gr),https://www.continente.pt/produto/atum-posta-em-oleo-sem-gluten-bom-petisco-2003646.html,mercearias,2024-11-14,Continente
Cápsulas de Café Buondi Int 8,7405690,17.99,"€0,28/un",Nescafé Dolce Gusto,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw0eb5750b/images/col/740/7405690-frente.jpg?sw=280&sh=280,emb. 64 un,https://www.continente.pt/produto/capsulas-de-cafe-buondi-int-8-nescafe-dolce-gusto-7405690.html,mercearias,2024-11-14,Continente
Atum Filetes em Azeite,2113579,3.26,"€41,79/kg",Tenorio,Mercearia/Conservas/Atum,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe5894983/images/col/211/2113579-direito.jpg?sw=280&sh=280,emb. 120 gr (peso escorrido 78 gr),https://www.continente.pt/produto/atum-filetes-em-azeite-tenorio-2113579.html,mercearias,2024-11-14,Continente
Arroz Agulha,2305902,1.69,"€1,69/kg",Cigala,"Mercearia/Arroz, Massa e Farinha/Arroz",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw3be01bc5/images/col/230/2305902-frente.jpg?sw=280&sh=280,emb. 1 kg,https://www.continente.pt/produto/arroz-agulha-cigala-2305902.html,mercearias,2024-11-14,Continente
Massa Esparguete Nº5,2062765,2.19,"€4,38/kg",Barilla,"Mercearia/Arroz, Massa e Farinha/Massa",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd202c300/images/col/206/2062765-hero.jpg?sw=280&sh=280,emb. 500 gr,https://www.continente.pt/produto/massa-esparguete-n5-barilla-2062765.html,mercearias,2024-11-14,Continente
Bolachas Marinheiras com Chia,5181067,2.14,"€10,70/kg",Cem Porcento,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas e Biscoitos Salgados",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw8aed0cb2/images/col/518/5181067-frente.jpg?sw=280&sh=280,emb. 200 gr,https://www.continente.pt/produto/bolachas-marinheiras-com-chia-cem-porcento-5181067.html,mercearias,2024-11-14,Continente
Atum ao Natural,2546351,1.19,"€14,17/kg",Ramirez,Mercearia/Conservas/Atum,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwcac0fd1a/images/col/254/2546351-frente.jpg?sw=280&sh=280,emb. 120 gr (peso escorrido 84 gr),https://www.continente.pt/produto/atum-ao-natural-ramirez-2546351.html,mercearias,2024-11-14,Continente
Arroz Basmati,4949515,2.09,"€2,09/kg",Continente,"Mercearia/Arroz, Massa e Farinha/Arroz",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw3e2924b4/images/col/494/4949515-frente.jpg?sw=280&sh=280,emb. 1 kg,https://www.continente.pt/produto/arroz-basmati-continente-4949515.html,mercearias,2024-11-14,Continente
Tablete de Chocolate de Leite Extrafino sem Glúten,7244148,3.74,"€13,85/kg",Nestlé,"Mercearia/Chocolate, Gomas e Rebuçados/Chocolates",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe0e9256a/images/col/724/7244148-frente.png?sw=280&sh=280,emb. 270 gr,https://www.continente.pt/produto/tablete-de-chocolate-de-leite-extrafino-sem-gluten-nestle-7244148.html,mercearias,2024-11-14,Continente
Massa Esparguete,5254224,0.75,"€1,50/kg",Continente,"Mercearia/Arroz, Massa e Farinha/Massa",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9febad84/images/col/525/5254224-frente.jpg?sw=280&sh=280,emb. 500 gr,https://www.continente.pt/produto/massa-esparguete-continente-5254224.html,mercearias,2024-11-14,Continente
Nestum Mel +3A,7554421,4.25,"€7,08/kg",Nestum,Mercearia/Alimentação Infantil/Papas Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9a69aec4/images/col/755/7554421-frente.jpg?sw=280&sh=280,emb. 600 gr,https://www.continente.pt/produto/nestum-mel-3a-nestum-7554421.html,mercearias,2024-11-14,Continente
Óleo de Girassol Puro,4403919,1.9,"€1,90/lt",Fula,"Mercearia/Azeite, Óleo e Vinagre/Óleo Alimentar",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw6eb8c616/images/col/440/4403919-frente.jpg?sw=280&sh=280,emb. 1 lt,https://www.continente.pt/produto/oleo-de-girassol-puro-fula-4403919.html,mercearias,2024-11-14,Continente
Cápsulas de Café Original Int 8,7067924,2.99,"€0,30/un",Buondi,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw43ce52b4/images/col/706/7067924-direito.jpg?sw=280&sh=280,emb. 10 un,https://www.continente.pt/produto/capsulas-de-cafe-original-int-8-buondi-7067924.html,mercearias,2024-11-14,Continente
Azeite Virgem Extra Selecionado Pet,7099734,7.49,"€9,99/lt",Oliveira da Serra,"Mercearia/Azeite, Óleo e Vinagre/Azeite",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw8c7f7721/images/col/709/7099734-frente.jpg?sw=280&sh=280,emb. 75 cl,https://www.continente.pt/produto/azeite-virgem-extra-selecionado-pet-oliveira-da-serra-7099734.html,mercearias,2024-11-14,Continente
Adoçante Recarga,2219043,7.29,"€173,57/kg",Canderel,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw1c12822b/images/col/221/2219043-esquerdo.jpg?sw=280&sh=280,emb. 5 x 100 un,https://www.continente.pt/produto/adocante-recarga-canderel-2219043.html,mercearias,2024-11-14,Continente
Leite em Pó AO-AC 2 +6M sem Glúten,7174207,21.73,"€27,16/kg",Aptamil,Mercearia/Alimentação Infantil/Leites Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd4730ec4/images/col/717/7174207-frente.jpg?sw=280&sh=280,emb. 800 gr,https://www.continente.pt/produto/leite-em-po-ao-ac-2-6m-sem-gluten-aptamil-7174207.html,mercearias,2024-11-14,Continente
Cápsulas de Café Qalidus Int 10,7394989,24.99,"€0,31/un",Delta Q,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw7118ca05/images/col/739/7394989-hero.jpg?sw=280&sh=280,emb. 80 un,https://www.continente.pt/produto/capsulas-de-cafe-qalidus-int-10-delta-q-7394989.html,mercearias,2024-11-14,Continente
Farinha com Cacau e Alfarroba +3A,6593381,2.59,"€10,36/kg",Pensal,Mercearia/Alimentação Infantil/Papas Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwfd9deeb1/images/col/659/6593381-frente.jpg?sw=280&sh=280,emb. 250 gr,https://www.continente.pt/produto/farinha-com-cacau-e-alfarroba-3a-pensal-6593381.html,mercearias,2024-11-14,Continente
Arroz Basmati Brajma Pronto a Comer sem Glúten,2700058,1.55,"€6,20/kg",Cigala,"Mercearia/Arroz, Massa e Farinha/Arroz",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw109745d9/images/col/270/2700058-direito.jpg?sw=280&sh=280,emb. 2 x 125 gr,https://www.continente.pt/produto/arroz-basmati-brajma-pronto-a-comer-sem-gluten-cigala-2700058.html,mercearias,2024-11-14,Continente
Bolachas Mini Pepitas de Chocolate,2463432,2.49,"€15,56/kg",Chips Ahoy,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas de Chocolate",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd69cc896/images/col/246/2463432-frente.jpg?sw=280&sh=280,emb. 160 gr (4 un),https://www.continente.pt/produto/bolachas-mini-pepitas-de-chocolate-chips-ahoy-2463432.html,mercearias,2024-11-14,Continente
Bolo Planetus,4906498,2.89,"€9,32/kg",Manhãzitos,"Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwdfeb16e0/images/col/490/4906498-frente.jpg?sw=280&sh=280,emb. 310 gr (9 un),https://www.continente.pt/produto/bolo-planetus-manhazitos-4906498.html,mercearias,2024-11-14,Continente
Grão de Bico Cozido sem Glúten,2003596,1.39,"€5,94/kg",Compal da Horta,Mercearia/Conservas/Feijão e Grão de Bico,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw5c72ad52/images/col/200/2003596-frente.png?sw=280&sh=280,emb. 410 gr (peso escorrido 234 gr),https://www.continente.pt/produto/grao-de-bico-cozido-sem-gluten-compal-da-horta-2003596.html,mercearias,2024-11-14,Continente
Atum Posta ao Natural,3697795,0.89,"€10,47/kg",Continente Equilíbrio,Mercearia/Conservas/Atum,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw5688170b/images/col/369/3697795-hero.jpg?sw=280&sh=280,emb. 120 gr (peso escorrido 85 gr),https://www.continente.pt/produto/atum-posta-ao-natural-continente-equilibrio-3697795.html,mercearias,2024-11-14,Continente
Convocados pelo sabor,foodlaysagreseuro,18.38,,,Bebidas e Garrafeira/Cervejas e Sidras/Cerveja Tradicional,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwaed8d7bb/images/col/foo/foodlaysagreseuro-frente.png?sw=280&sh=280,,https://www.continente.pt/produto/convocados-pelo-sabor-foodlaysagreseuro.html,mercearias,2024-11-14,Continente
Açúcar Branco,5038799,1.09,"€1,09/kg",Continente,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw52fd4a99/images/col/503/5038799-frente.jpg?sw=280&sh=280,emb. 1 kg,https://www.continente.pt/produto/acucar-branco-continente-5038799.html,mercearias,2024-11-14,Continente
