Product Name,Product ID,Price per kg,Price per unit,Brand,Category,Image URL,Minimum Quantity,Product Link,cgid,tracking_date,source
Mini Pizzas de Fiambre e Queijo,3052221,4.75,"€17,59/kg",Buitoni Piccolinis,Congelados/Pizzas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw11a9e0f2/images/col/305/3052221-hero.jpg?sw=280&sh=280,emb. 270 gr (9 un),https://www.continente.pt/produto/mini-pizzas-de-fiambre-e-queijo-buitoni-piccolinis-3052221.html,congelados,2024-11-12,Continente
Hambúrguer de Frango sem Glúten e Batatas Palitos Micro-ondas,7917961,5.39,"€12,25/kg",Iglo,Congelados/Hambúrgueres e Almôndegas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwc96ea4bc/images/col/791/7917961-frente.jpg?sw=280&sh=280,emb. 240 gr (4 un) + 200 gr,https://www.continente.pt/produto/hamburguer-de-frango-sem-gluten-e-batatas-palitos-micro-ondas-iglo-7917961.html,congelados,2024-11-12,Continente
Mimos de Pescada do Cabo Ultracongelados,5014116,9.99,"€9,99/kg",Pescanova,"Frescos/Peixaria/Filetes, Lombos e Postas/Congelado",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw583a99e9/images/col/501/5014116-frente.jpg?sw=280&sh=280,emb. 1 kg,https://www.continente.pt/produto/mimos-de-pescada-do-cabo-ultracongelados-pescanova-5014116.html,congelados,2024-11-12,Continente
Gelado Cone Morango 6 unidades,5564190,5.49,"€10,17/lt",Cornetto,Congelados/Gelados/Gelados de Cone,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw75e7c327/images/col/556/5564190-hero.jpg?sw=280&sh=280,emb. 540 ml (6 un),https://www.continente.pt/produto/gelado-cone-morango-6-unidades-cornetto-5564190.html,congelados,2024-11-12,Continente
Ervilhas,4882816,4.45,"€3,96/kg",Iglo,Congelados/Frutas e Legumes/Legumes,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwa6c74b6c/images/col/488/4882816-frente.jpg?sw=280&sh=280,"emb. 1,125 kg",https://www.continente.pt/produto/ervilhas-iglo-4882816.html,congelados,2024-11-12,Continente
Batata Gomos Mediterranean,3911249,3.79,"€5,05/kg",McCain,Congelados/Batata Frita e Puré,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwcbae9665/images/col/391/3911249-frente.png?sw=280&sh=280,emb. 750 gr,https://www.continente.pt/produto/batata-gomos-mediterranean-mccain-3911249.html,congelados,2024-11-12,Continente
Pizza Ristorante de Pepperoni e Salame,3002399,3.69,"€11,53/kg",Ristorante,Congelados/Pizzas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw6e1ecc2c/images/col/300/3002399-direito.png?sw=280&sh=280,emb. 337 gr,https://www.continente.pt/produto/pizza-ristorante-de-pepperoni-e-salame-ristorante-3002399.html,congelados,2024-11-12,Continente
Croquetes de Carne,7163251,2.79,"€8,72/kg",Continente,"Congelados/Salgados, Folhados e Pastelaria/Salgados",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9677cb4f/images/col/716/7163251-hero.jpg?sw=280&sh=280,emb. 320 gr (10 un),https://www.continente.pt/produto/croquetes-de-carne-continente-7163251.html,congelados,2024-11-12,Continente
Porções de Salmão Ultracongelado,3738132,13.99,"€27,98/kg",Royal Greenland,"Frescos/Peixaria/Filetes, Lombos e Postas/Congelado",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw185f4d7d/images/col/373/3738132-frente.jpg?sw=280&sh=280,5 un x 100 gr (500 gr),https://www.continente.pt/produto/porcoes-de-salmao-ultracongelado-royal-greenland-3738132.html,congelados,2024-11-12,Continente
Crocantes de Frango Parmesão e Ervas,5779700,3.74,"€20,78/kg",Iglo,Congelados/Nuggets e Crocantes,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwbca393f0/images/col/577/5779700-direito.jpg?sw=280&sh=280,emb. 180 gr (2 un),https://www.continente.pt/produto/crocantes-de-frango-parmesao-e-ervas-iglo-5779700.html,congelados,2024-11-12,Continente
